Job Title,Salary Estimate,Company Name,Location,Job Description,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Analyst I,$59K - $81K (Glassdoor est.),Wellby3.3 ★,"Houston, TX","It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.
Position Summary
The Business Analyst I is responsible for enhancing systems and processes at every stage, ranging from analysis to design, implementation, execution, and innovation. They leverage data to optimize business operations and deliver recommendations to senior management. Their responsibilities include conducting thorough planning and analysis to maximize the efficiency of all aspects within the Credit Union. Additionally, they actively participate in projects that require the reporting of key metrics. Collaborating with the technology group, they assist in defining business requirements, conducting user acceptance testing, and implementing necessary changes.
Principle Duties and Responsibilities
Willingness and ability to exhibit Wellby Core Values every day.
Works with purpose and is driven to provide the best team member experience.
Assists with the creation and modification of documents as they pertain to Core Platforms.
Supports our training team by delivering documentation that can be used for training team members to use our platforms.
Conduct thorough assessment of business processes, workflows, and systems, identifying bottlenecks, inefficiencies, and improvement areas, and assist with the implementation of changes to optimize processes and elevate member experience.
Obtains feedback through surveys, frontline reports, and other means to create improvements and future innovations that provide a better experience.
Maintains platform spaces that house processes, procedures, and documentation.
Interacts across key project stakeholders to deliver and increase efficiency and effectiveness to help determine scope and vision.
Maintains an understanding of business processes, supporting data and applications, and strategic direction.
Performs quality work efforts, assignments, and problem resolution.
Collaborates with end users to identify issues, offer analyses of events and timelines, and propose alternative performance metrics.
Engage in roundtable discussions with fellow Business Analysts throughout the organization to foster alignment in our strategic business objectives.
Engaging with cross-functional teams, encompassing operations, marketing, finance, and member services, to gather insights, exchange findings, and achieve alignment on business objectives and strategies. This collaboration ensures informed decision-making and streamlines processes to enhance overall efficiency and effectiveness.
Proactively communicates between business/enterprise processes to improve delivery, value, and integration into business/enterprise processes.
Help design, document, and maintain system processes.
Performs other duties as assigned.
Knowledge, Skills, and Abilities (KSA)
Knowledge of Wellby’s organizational functions, and general operating policies and procedures.
Knowledge of secretarial practices and procedures, business English, spelling, and punctuation.
Knowledge of Microsoft Office Suite (e.g., Word, Excel, Outlook), Symitar Episys, Doxim ECM, Ensenta, MeridianLink, DocuSign, and OpenText.
Knowledge in developing workflow visualizations through platforms like LucidChart or Visio.
Skilled in operating computer equipment and general office machines such as personal computers, copiers, projection equipment, audio/video, Microsoft Teams, Zoom Video Communications, and adding machines.
Skilled in understanding the credit union industry, its operations, and the specific needs of the organization. This includes knowledge of financial services, banking processes, regulatory requirements, and compliance.
Skilled in data analysis, using tools such Excel or SQL, to identify trends, patterns, and insights that can drive decision-making and strategic planning.
Skilled in identifying problems, analyzing complex situations, and proposing innovative solutions.
Ability to communicate clearly and concisely, orally and in writing.
Ability to efficiently understand and follow oral and written instructions, perform routine duties without close supervision, and establish and maintain effective working relationships with other team members.
Ability to work collaboratively with cross-functional teams, build relationships, and manage stakeholder expectations. Strong interpersonal skills to navigate complex organizational dynamics and influence decision-making.
Ability to map existing and future processes, identify inefficiencies, and propose improvements.
Ability to conduct root cause analysis and develop practical solutions.
Ability to coordinate several concurrent activities simultaneously.
Supervisory Responsibilities
Team member does not have any supervisory responsibilities.
Complexity & Scope of Work
The team member performs a moderate number of routine and generally related tasks without supervisory direction.
Instructions to the team member may be general or specific in nature.
Courses of action are determined by established procedures and/or the Core Delivery Manager.
The team member’s work is reviewed periodically for accuracy, completion, and compliance with the policies and procedures.
Tasks may occasionally have to be coordinated, integrated, and/or prioritized.
Physical Demands & Work Environment
The physical demands and work environment characteristics described here represent those that must be met by a team member to successfully perform the essential functions of this position. Reasonable accommodations may enable individuals with disabilities to perform the essential functions.
To perform this job successfully, the team member is frequently required to remain in a stationary position 50% of the time. Daily movements include sitting; standing, reaching, and grasping, operating computers and other office equipment, moving about the office; and attending possible onsite and offsite meetings. The team member must be able to exchange information, in person, in writing and via telephone. Some degree of stress results from contact with management and other team members.
The ability to observe details at close range (within a few feet of the observer).
Must be able to occasionally lift items weighing up to 25 pounds across office and load onto shelves for various needs.
The noise level in the work environment is usually moderate.
Work involves the typical risks and discomforts associated with an office environment but is usually in an area that is adequately cooled, heated, lighted, and ventilated.
Minimum Qualifications
High School diploma required.
Associate degree in Business, IT, Finance, or another related field preferred.
One (1) - two (2) years of business analyst experience preferred.
Experience with data and/or database architecture preferred.
Experience in aggregating information from disparate sources for management reporting preferred.
Experience with data and/or database architecture preferred.
For All Candidates
This is a Full-Time, Salary (exempt) role.
Wellby is an equal opportunity and affirmative action employer and gives consideration for employment to qualified applicants without regard to race, color, religion, sex, national origin, age, disability, genetic information, sexual orientation, gender identity or expression, pregnancy, veteran status or any other legally protected characteristic. If you'd like more information about your EEO rights as an applicant under the law, please contact Human Resources.
Wellby provides equal opportunity to qualified individuals with disabilities and disabled veterans. If you need a reasonable accommodation, please email careers@wellbyfinancial.com or call 281-226-1696 for assistance.
Disclaimer
The statements herein are intended to describe the general nature and level of work being performed by team members and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the organization.
Show Less
Report",3.3,201 to 500 Employees,1961,Self-employed,Banking & Lending,Financial Services,$1 to $5 billion (USD)
Business Analyst,$71K - $102K (Glassdoor est.),Macquarie Group Limited4.4 ★,"Houston, TX","We are looking for an experienced Business Analyst to work in the operational risk change team in Macquarie’s Commodities and Global Markets Group (CGM). We are establishing a global team to support the operational risk transformation program. This BA role will be supporting CGM businesses in North America. Separate BAs provide coverage in EMEA and APAC.
The Business Analyst will work with business managers, operational risk managers and data analysts to transform processes, practices and systems to enhance operational risk and reduce risk of unauthorized trading, with a focus on managing processing of cancelled, amended and backdated trades (CABs).
Our commodity's department is currently implementing a major transformation program to enhance operational risk and reduce risk of unauthorized trading. A key focus of this delivery is to establish a global team responsible for working with a diverse set of businesses across asset classes (commodities, FX, fixed income, credit) to implement a platform and processes to control and monitor CABs.
The work will be wide-ranging, covering elicitation and documentation of business requirements, collaborating with a delivery team of technologists and data analysts to design and implement solutions whilst working across system dependencies. You have a key role to play in documenting operational processes and leveraging technology to automate and digitize processes.
Key responsibilities include collating business requirements to:
Ensure completeness of CABs data set for all businesses in scope.
Categorize CABs, to ensure a risk-based approach to analyze CABs data.
Proposing a Straight-Through-Process to reduce number of routine CABs generated as part of the product life cycle.
Provide trend analysis and visualization of CABs data for review by supervisors.
Perform end-to-end testing of the CABs data flow and analytics.
You will work within an agile project team to deliver enhancements, strategic projects, and operational improvements to meet business needs. Project delivery will be led by a delivery team located in Singapore, Sydney. London and Geneva.
Successful candidates will thrive in a fast-paced delivery environment and draw on collaborative and problem-solving skills to achieve optimal outcomes for our stakeholders. You will have experience in co-ordination of peers to support implementation and achieve team deliverables.
The role offers significant exposure to CGM’s global trading business and an opportunity to develop a deep understanding of operational risk management.
To excel in this role, you will:
Have about 6 years of experience within financial services, preferably with knowledge of operational risk, in a data analyst or operations role.
Have experience working with traders and business managers to understand trade capture activities, document use cases and find ways of applying technology to automate and transform processes.
Be familiar with tools for data analytics.
Have excellent stakeholder management skills and experience in delivery co-ordination across stakeholders.
Be adept in engaging, collaborating, and communicating with both business and technical peers, across offices and time zones.
Be flexible and adapt easily in a dynamic environment.
Have a strong sense of ownership to follow your deliverables through to closure.
Have experience working within an agile scrum team environment and working towards hard deadlines.
Have clear communication skills, be detail-oriented and organized.
Experience with commodities asset class, such as gas, power and oil, including physical delivery would be a significant advantage.
About Commodities and Global Markets
In Commodities and Global Markets you will be part of a global business offering capital and financing, risk management, market access, physical execution and logistics solutions to a diverse client base.
Our commitment to Diversity, Equity and Inclusion
We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie does not discriminate on the grounds of age, disability, sex, sexual orientation, gender identity or expression, marriage, civil partnership, pregnancy, maternity, race (including color and ethnic or national origins), religion or belief.
#LI-EF1

About Macquarie
A career at Macquarie means you’ll have the opportunity to develop new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.

Job no: CGM-974074
Work type: Permanent - Full time
Location: Houston
Category: Senior, Mid-senior, Mid-level, Compliance, Legal & Regulatory
Group: Commodities and Global Markets
Division: Central
Recruiter: Ellen Fahey
Opening Date: 21/7/2023
Show Less
Report",4.4,10000+ Employees,1969,Company - Public,Investment & Asset Management,Financial Services,$5 to $10 billion (USD)
Business Systems Analyst I,$60K - $86K (Glassdoor est.),Texas Children's Hospital4.0 ★,"Houston, TX","We are searching for a Business Systems Analyst I. The Business Systems Analyst has a role in developing clinical/business solutions by investigating processes to understand data and communications flow with individual tasks and transactions and to manage the on-going maintenance of applications. This role will investigate processes to meet end user needs within Texas Children's. Additionally, provide financial systems support, coordinate system upgrades, and to provide other system support for Texas Children's. TCP/TCUC role may require evening/weekend work as well as travel to practices sites, including but may not be limited to
travel within Houston and Austin.
Think you've got what it takes?
Knowledge and Skills
Knowledge of current business practices and computing systems, and pharmacy standard software. Familiarity with a variety of hardware and software environments.
A working knowledge of the healthcare industry is also required. Knowledge of Epic applications preferred.
Familiarity with pharmacy staff, data processing techniques and practices.
Project management and planning, group presentation, team building, written and verbal communication, analytical, and organizational skills, ability to analyze the functionality of systems and their fit with specifications, and the ability to work independently with minimum supervision.
Qualifications:
Being fully vaccinated against COVID-19, including any booster dose(s) of the COVID-19 vaccine recommended by the Centers for Disease Control when eligible, is required for all employees at Texas Children's, unless approved for a medical or religious exemption.
Responsibilities:
Collaborates with internal core stakeholders to identify system issues and process needs, and ensures EMR and other systems are being optimized.
Supports continued system maintenance and optimization.
Analyzes system problems and modifications.
Coordinates training of systems.
Education:
H.S. Diploma or GED required
2 years experience in information systems preferred
Show Less
Report",4.0,10000+ Employees,1954,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Business Analyst,$76K - $108K (Glassdoor est.),Steampunk4.5 ★,"McLean, VA","Overview:
As a Business Analyst you will lead the collection, capture, and management of mission user needs from prioritization, concept development, and feature writing to support development and deployment. Provide expertise in business process and system analysis, design, improvement, and implementation efforts and in translating business process needs into technical requirements. Provide expertise in change management and training support. Provide organizational and strategic planning for a wide variety of technical and functional environments. Provide expertise in, but not limited to, Configuration Management, Strategic Planning, Knowledge Management, Business Analysis and Technical Analysis.
Contributions:
Envision, develop, and create requirements to improve tools to streamline processes to gain efficiencies and improve key metrics.
Apply different techniques to facilitate meetings and workshops, create a shared understanding with stakeholders, and engage team-members to produce product and portfolio roadmaps.
Collaborates with stakeholders and product teams to decompose large epics into features and user stories that can be understood and approved by members of the development team.
Facilitate Increment and planning sessions with clients and team members to ensure that planned work is well defined, planned, articulated, and understood.
Assist business analysts, team leads, clients, and other team members in the use of JIRA as an Agile Lifecycle Management Tool to track work within the program across multiple product teams.
Provide guidance and assistance in the usage of JIRA for reporting of work progress against epics and other larger bodies of work or types of work.
Use excellent communication skills, both verbal and written. Ability to explain technical concepts to non-technical stakeholders and present findings and recommendations.
Qualifications:
Bachelor's Degree and 4+ years of functioning as a business analyst for the federal government
Experience using Agile methodologies
Strong critical thinking skills
Ability to communicate with technical and non-technical staff
Excellent oral and written communication skills
U.S. Citizen
Certified Scrum Master certification is preferred
About steampunk:

Steampunk is a Change Agent in the Federal contracting industry, bringing new thinking to clients in the Homeland, Federal Civilian, Health and DoD sectors. Through our Human-Centered delivery methodology, we are fundamentally changing the expectations our Federal clients have for true shared accountability in solving their toughest mission challenges. As an employee owned company, we focus on investing in our employees to enable them to do the greatest work of their careers – and rewarding them for outstanding contributions to our growth. If you want to learn more about our story, visit http://www.steampunk.com.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. Steampunk participates in the E-Verify program.
Show Less
Report",4.5,201 to 500 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Business Intelligence (BI) Analyst,-1,"Woodruff Communications, Inc.4.3 ★",Remote,"Description:
Woodruff is looking for a BUSINESS INTELLIGENCE ANALYST to join our team of forward-thinking employee owners. In this role, you will be helping our staff and clients establish a data-driven culture of measurement, optimization, insights and extraordinary results. This individual will be responsible for executing reporting, with an emphasis on dashboards and data management.
This Analyst must be digitally savvy, a self-starter and solution-oriented. The analyst position uses data and research to define “the why” behind marketing outcome results. This individual has an agile, collaborative and growth mindset, with experience in data analysis and visualization.
This person could be located in Kansas City, MO; Columbia, MO; or remote.
Requirements:
DUTIES & RESPONSIBILITIES
Data Gathering and Analysis:
Collect, organize, and analyze large volumes of data from various sources to identify trends, patterns, and
relationships.
Develop and maintain data tables via BigQuery and Adverity to support business intelligence initiatives.
Conduct comprehensive data analysis to uncover actionable insights.
Reporting and Visualization:
Design and develop visually appealing and interactive dashboards and reports to effectively communicate
key findings and performance metrics.
Collaborate with stakeholders to understand their reporting needs and deliver accurate and timely reports tailored
to their requirements.
Implement data visualization best practices to ensure clarity, usability, and accessibility of information.
Present findings and recommendations to stakeholders, including senior management, in a clear and
concise manner.
Collaborate with subject matter experts and internal stakeholders to establish KPIs and measurement framework.
Data Quality and Integrity:
Ensure data accuracy, completeness, and integrity by performing data validation, cleaning, and quality assurance
procedures.
Develop and implement data governance processes and best practices to maintain data consistency and reliability.
Website Tracking:
Establish crucial website integrations to gather digital performance metrics (e.g., Google Analytics, Google Tag
Manager, Google Search Console).
Streamline repetitive data retrieval tasks using AI tools, APIs, or alternative techniques.
Maintain measurement plans and track website performance via Google Tag Manager.
KNOWLEDGE & SKILLS
Proficient in utilizing business intelligence tools such as Tableau, Datorama, or LookerStudio
Hands-on experience utilizing Google Analytics 4, Google Tag Manager and/or other leading website analytics tools
Familiarity with statistical software packages and programming languages (e.g., SAS, SPSS, R, Python, SQL) a plus
Proven expertise in data storytelling to extract actionable insights from raw data
Demonstrated aptitude for critical and creative problem-solving
Strong analytical skills with a proven ability to effectively manage complex datasets
Resourceful, curious, and motivated individual with an ability to work independently as well as in a team setting
Strong organizational skills as well as concise communication abilities
Proficiency in Google Workspace Suite with an understanding of Google Sheets or Excel
LEADERSHIP BEHAVIORS
How leaders act on a daily basis as they seek to implement the company’s vision and strategic priorities, strive to fulfill the brand promise and live up to the value. Everyone can be a leader.
Open-minded and active listener
Continually grows people and business
Truthful and transparent
Decisive, accountable and proactive
Forward thinking
Communicates in a proactive and positive manner
EDUCATION & EXPERIENCE
Bachelor’s degree in marketing, advertising, statistics, mathematics, computer science, or business
At least 2+ years of experience at a digital marketing business or similar field
Show Less
Report",4.3,51 to 200 Employees,1992,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
Business Data Analyst,$64K - $93K (Glassdoor est.),Piney Technical Services5.0 ★,"Kansas City, MO","Position Responsibilities
Review, analyze, and evaluate data systems and business needs to create system solutions which support overall business strategies.
Collaborate with stakeholders to understand their needs, objectives, and requirements.
Develop business requirements for multiple business functions, understand how those functions interact, and what the enterprise solution(s) could do to support those business needs.
Utilize scripting and querying tools like SQL, Python, or R, data visualization/BI tools, data modeling to produce reports, data files, and dashboards.
Interact with project team and management to identify and document benefits, costs, and risks associated with solution alternatives.
Help to ensure proper communication, process flow, data quality, reliability, integrity, and security for automated systems as needed.
Organize formal presentations for decision-makers.
Work with transactional and policy datasets to aggregate data at various levels.
Participate and own internal definitions applied to data by using logic and code.
Become a subject matter expert on data transformations and lineage.
Implement data standards and deploy automation tools to extract, synthesize, and validate data from different sources and transform data into usable metrics.
Construct data sets, monitor data quality, troubleshoot and resolve database issues to ensure data integrity.
Show Less
Report",5.0,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Entry Level Business Analyst,$65K - $85K (Employer est.),Asset Capital Market5.0 ★,Remote,"Responsibilities:
Perform AS IS and TO BE analysis for documenting BRD, which helps transform to FRD.
Conduct Gap Analysis, Business process analysis, and SWOT analysis.
Work with business users eliciting business rules and various Functional & Non-Functional requirements.
Gather requirements by conducting Joint Application Development (JAD) sessions and Fit/Gap sessions.
Coordinate with the teams and work with users, and stakeholders to elicit the requirements using Focus groups, Interviews, and Brainstorming sessions.
Conduct Root Cause Analysis in identifying system gaps and deficiencies that required a business and technical-based approach for problem-solving.
Requirements:
Bachelor’s or Master’s in Science, Technology, Engineering, Math, Business, Management or any relevant.
Knowledge in understanding of Business Requirement Gathering, Business Process Workflow and Modelling.
Good Knowledge in creating BRD and FRS document, User stories, Use Case Diagrams, Activity Diagrams and Sequence Diagrams.
Knowledge in conducting GAP analysis and Cost/Benefit analysis, JAD sessions, User acceptance testing.
Job Type: Full-time
Pay: $65,000.00 - $85,000.00 per year
Benefits:
401(k)
401(k) matching
Green card sponsorship
Paid time off
Visa sponsorship
Compensation package:
Bonus pay
Weekly pay
Experience level:
No experience needed
Schedule:
8 hour shift
Monday to Friday
Education:
Bachelor's (Preferred)
Work Location: Remote
Show Less
Report",5.0,Unknown,-1,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
Business Analyst (Entry Level),$28.00 - $35.00 Per Hour (Employer est.),Agama Solutions Inc3.9 ★,"New York, NY","A bachelor’s is a plus
Analyze user requirements, procedures, and problems to automate or improve existing systems and review computer system capabilities, workflow, and scheduling limitations.
May analyze or recommend commercially available software.
Work with clients and end-users to gather, understand, and define business requirements.
Develop user stories and to-be process flows to support the design and development of Salesforce solutions for clients.
Work collaboratively with team members to design a solution that will meet a client’s business requirements and fulfill user stories.
Participate in key meetings with clients including the requirement
Job Type: Contract
Pay: $28.00 - $35.00 per hour
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Vision insurance
Compensation package:
Hourly pay
Experience level:
1 year
2 years
3 years
Under 1 year
Schedule:
8 hour shift
Ability to commute/relocate:
New York, NY: Reliably commute or planning to relocate before starting work (Required)
Work Location: In person
Show Less
Report",3.9,51 to 200 Employees,-1,Contract,Computer Hardware Development,Information Technology,$5 to $25 million (USD)
Senior Business Analyst,$86K - $114K (Glassdoor est.),Marvin3.8 ★,"Eagan, MN","The Senior Business Analyst’s primary focus is to effectively connect data with the company’s business strategies and priorities, empowering cross functional collaboration to deliver high impact results. The right candidate will leverage their strong business analysis and relationship skills to take an immersed position within these customer focused landscapes and gain comprehensive understanding of the critical path business objectives. They will understand the technical issues associated with collecting data, analyzing data, reporting, and recognizing trends and patterns. Armed with this understanding they will help define and document viable technology solutions and secure alignment on solution priorities with key stakeholders… ensuring rapid solution delivery, adoption and maximum return on investment.

Highlights of your role
Engage business stakeholders, to document existing processes, problems, gaps and opportunities.
Immerse in the current business process through interviews with SME, Suppliers and Customers of the process.
Identifying, analyzing, and interpreting trends or patterns in complex data sets
Capture and document use cases and user stories from key business stakeholders to deliver data solutions for the company
Document source-to-target mappings and other necessary technical documentation to support data ingestion, normalization and data modeling efforts
Utilize flow charting, diagrams, written process documents to describe the current state.
Be able to shift, per project, on Business Analysis and Project Management roles depending on the project requirements.
Conduct complex analysis and proactively identify key business insights to assist departmental decision making
Participate in Testing, bug review, solutioning and preparation for implementation.
Facilitate training and user support during and after implementation.
Provide ongoing support and subject-matter expertise for the Enterprise Data Platform

You're a good fit if you have
Analyze and develop user stories, including acceptance criteria and test scenarios
Develop reporting, dashboards, and other insights with BI tools such as Power BI, Tableau, Looker, Qlik, etc
Demonstrate strong analytical and solution architecture skills required, including a thorough understanding of EDW architecture and how to interpret customer business needs and translate them into application, data and operational requirements.
Must have excellent verbal and written communication skills with the ability to build relationships with internal and external stakeholders
Strong facilitation and presentation skills along with relationship building skills.
Ability to manage multiple tasks and manage small to large projects in a cross-functional environment.
Must be self-motivated, have strong desire to learn, and be adaptable to a fast paced, ever-changing environment.
Intermediate to Advanced SQL skills
People oriented, deep listening, creative, problem solving, process oriented
Work with Product Owners/Business Stakeholders to groom and prioritize Product Backlog

Education / Experience
4 Years Degree or equivalent experience in BI and analytics
4+ Years Business Analysis Experience
4+ Years Project Management Experience
2+ Years Data Visualization experience in Power BI and/or Qlik
Recommended:
2+ Years Enterprise Data Experience
Experience with Agile methodologies as a Scrum Master, Product Owner, or Development Team member
Experience analyzing and developing user stories, including acceptance criteria and test scenarios

Your opportunity for better living
At Marvin, we’re driven to imagine and create better ways of living. And that goes beyond our customers, to our communities and the colleagues beside us every day. We offer competitive compensation, an extensive benefits package that includes health insurance on day one of employment, paid time off and paid holidays, and a 401K retirement savings match.
We also support your overall wellness in other meaningful ways, including your own company-funded well-being account that can be used for anything from travel to a day at the spa, gym memberships or fun experiences with family and friends. You will be rewarded through our profit-sharing program, which recognizes the important role all employees play in making Marvin a success year, after year.
As a premier company with locations across North America, Marvin’s portfolio also includes three additional premium brands: Infinity Replacement Windows, TruStile Doors, and Marvin Coastline. Together, we share one purpose and live our values. Our culture is built on generations of doing the right thing and putting our people first. Join us, and experience better living at Marvin.

Marvin is an Equal Opportunity Employer
This job posting is not designed to include or contain a comprehensive listing of the activities, duties, or responsibilities of the employee. Marvin will make a reasonable accommodation for individuals with a mental or physical disability to apply for jobs and to perform the essential functions of the position unless it would cause an undue hardship. Any offer of employment is contingent on satisfactory completion of a drug screen to company standards.
To apply to this job, click Apply Now
Show Less
Report",3.8,5001 to 10000 Employees,1912,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
Business Analyst I (Remote),$54K - $106K (Employer est.),GECU3.3 ★,Remote,"Are you passionate about making a positive impact in the community you live in? Do you want to be on the forefront of paving the way to financial freedom for the members we serve? At GECU, our Core Values drive our Culture: Advocate, Integrity, Accountable, Dedicated and Passionate. Come grow your career with an award- winning team!

This position is a job family; there are four levels to the position.
Level I
BASIC RESPONSIBILITIES
The liaison between business units and IT departments; completes business cases in support of projects; participates in or facilitates business process modeling and research efforts; acts as a consultant and reviews all documents on project teams. It is the subject matter expert in many initiatives dealing with various technology platforms and tools in order to bridge the span between business needs and technical possibilities.
TYPICAL DUTIES
Acts as a liaison between IT and business units by:
Opening and maintaining lines of communication to monitor and improve business unit satisfaction with IT.
Providing a single point of contact for business units into IT and acts as a conduit between the two organizations.
Making recommendations for product enhancements, and
Managing business unit expectations of all IT, IS and other IT related areas
Participates in business process modeling sessions, acting as a documentarian, co-facilitator, facilitator or subject matter expert in sketch sessions.
Conducts interviews and perform analysis to assist in the creation of business cases for projects.
Conducts preliminary investigation for all project requests. Review requirements, specifications, impact, test, support and training plans to ensure they are in line with business objectives on projects.
Participates in business process management group efforts to collect and analyze metrics and continually improve processes owned by the group.
Participates in root cause analysis to recommend product enhancements or other appropriate actions to improve productivity for both the business units and IT.
Constantly develops and expands technical expertise by interacting with technical project team members.
Able to handle projects, special assignments and other priorities and adjust work accordingly to meet target deadlines.
Writes clear, accurate and useful requirement specifications, business cases, workflows, assists in creating cost benefit analysis and any other needed documentation; develops and executes test plans; and works with technical staff to coordinate implementation and control efforts to ensure forecasted benefits are achieved and sustained.
Gathers requirements from business units or users and make recommendations on system enhancements; represents the member in terms of “ease of use” process
Develops subject matter expertise on our core processor:
Lending
Deposits
Back office processes
This to include general knowledge of banking core system programs, workflows, software and process dependencies between modules and ancillary processes including third party applications and vendors.
Is a direct resource to the Project Management Office in conducting the above mentioned functions when related to organizational projects.
Assists with the above mentioned functions for interdepartmental project and initiatives conducted by the Information Systems and Development department.
Maintain and understand compliance to ensure that work complies with GECU’s established policies, procedures and applicable regulations, to include Bank Secrecy Act (BSA), Anti-Money Laundering (AML), Member Identification Program (MIP), and Office of Foreign Asset Control (OFAC).
Other duties as may be assigned or required in connection with the general operation of the credit union.

Level II
Level III

FUNCTIONAL KNOWLEDGE REQUIREMENT
Excellent Oral and Written and Presentation Communication Skills
Problem Solving/Analysis
Negotiation Skills
Technical Capacity
Project Management
Collaboration Skills
Possess or gain knowledge of the assigned department’s operation, its products and services and the software in use.
Work with minimal supervision and use initiative.
Good Interpersonal skills
General knowledge of integration requirements with other GECU products and services.
Proficient Project Management skills
TECHNICAL KNOWLEDGE REQUIREMENT
Ability to acquire superior knowledge of the applications used by the assigned department and their integration with other GECU products and services.
General understanding of integrations and middleware technologies
Knowledge of business analysis and process design
Ability to acquire an understanding of all technologies that deliver the services and products of the assigned department.
EDUCATIONAL REQUIREMENTS
Bachelor’s Degree in Business Administration or Computer Science, equivalent and 1+ years similar or related experience.
Requires sitting the majority of the day, lifting up to 10 pounds, bending, reaching above and below shoulder level occasionally.
PRIMARY RESPONSIBILITY
Providing quality service is the primary responsibility of this position. Quality service means treating members and coworkers with respect and courtesy at all levels whether in person or by telephone as outlined in the Employee Handbook.
This application is valid for 12 months. After that date, unless otherwise notified, please understand that your status as an applicant will end. You may re-apply for employment in the future by completing a new application.
All correspondence regarding the processing of the application will be sent via e-mail to the address provided on the application. Please ensure spam filters are set accordingly to prevent e-mails from going to the Junk Mail/Spam folder.
Show Less
Report",3.3,201 to 500 Employees,1933,Nonprofit Organization,Banking & Lending,Financial Services,$100 to $500 million (USD)
Trainee - Business Analyst,$61K - $93K (Glassdoor est.),LeewayHertz3.9 ★,"San Francisco, CA","Job Information
Priority
Urgent Important
Number of Positions
5
Industry
IT Services
Work Experience
0-1 year
Remote Job
Job Description
This is a remote position.
Job Summary:

We're looking for dynamic and passionate candidates with the analytical bend of mind and effective communication skills to analyze and understand technical aspects of software development projects. The candidate shall be responsible for performing feasibility studies, eliciting project requirements, proactively communicating with clients, and drafting proposals with detailed deliverables.


Responsibilities and deliverables:


Actively involved in client communication to capture software requirements, and documentation and prepare technical proposals.

Understanding technical designs as well as specifications of projects.

Create visual diagrams including flow charts, data diagrams, system designs and similar technical representations.

Prepare technical documentation for the software solutions

Prepare design specifications documentation to enable the programmer to code.



Requirements
Skills:

Ability to analyze and understand technical aspects of a project.

Passionate about learning and exploring technology solutions.

Excellent verbal and written communication skills.


Experience:
0 to 1 year of experience.
Qualification:

The candidate with B.tech in CS/IT, MCA/ MBA/ M.Tech, or any post-graduation in Computer Sciences.



Benefits
Salary and Benefits:


Our pay structures are in line with the industry leaning towards the higher side. We believe in rewarding good work and value creation for the company.

We are an Equal Opportunity Employer. Your Ability and work are the only differentiating factor, and we do not discriminate based on sex, religion, caste, etc.
Show Less
Report",3.9,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
