Job Title,Salary Estimate,Company Name,Location,Job Description,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue
Sr. Azure Data Engineer,$75.00 - $80.00 Per Hour (Employer est.),Kairos Technologies4.6 ★,"Dallas, TX","Hello,
Hope you are doing great!
If you are comfortable with the requirement, kindly respond with below information and your updated resume( word formatted ) ASAP
Full Name:
Current Location:
Contact No Primary:
Work Authorization:
S.S.N No( Last 4 digits ):
D.O.B( MM/DD ):
Availability( Any notice period required to join in project ):
Currently working(Yes/No):
LinkedIn:
Employer details( If on C2C ):
Please check the below requirement
Direct Client Requirement
Position: Sr. Data Engineer with Azure Cloud and Strong SQL( Hybrid/ Onsite for 2 days a week )
Location: Dallas TX or VA
Duration: 12+ Months Long Term Contract
Work Authorization: US Citizen/GC/GC-EAD/TN Visa( on C2C is fine )
Need Locals Candidates..
Job Summary:
We are seeking an experienced and highly skilled Senior Database Engineer with strong hands-on experience in modernizing and automating on-premises SQL databases, as well as a solid track record of successful migration projects from on-premises to Azure cloud. As a Senior Database Engineer, you will play a critical role in driving our database modernization efforts, ensuring scalability, performance, and security in the Azure cloud environment.
Responsibilities:
Lead the modernization and automation of on-premises SQL databases, implementing best practices and efficient processes to enhance performance, scalability, and reliability.
Design and execute successful migration strategies from on-premises databases to Azure cloud, ensuring seamless data transfer and minimal downtime.
Develop and implement automation solutions using tools such as Python, PowerShell, and Azure DevOps (ADO) to streamline database management tasks, including provisioning, backup and recovery, monitoring, and deployment processes.
Collaborate closely with cross-functional teams to gather requirements, understand business needs, and propose effective database solutions that align with the overall technical architecture in the Azure cloud environment.
Utilize tools like Liquibase or similar to manage database schema changes and version control.
Implement effective monitoring and logging solutions using tools like Splunk and Datadog to ensure database performance, availability, and security.
Perform thorough assessments and evaluations of existing on-premises databases, identifying areas for improvement, optimization, and consolidation prior to migration to Azure cloud.
Ensure data integrity, security, and compliance with industry standards and regulations throughout the database modernization and migration process in the Azure cloud environment.
Provide guidance and mentorship to junior database engineers, fostering their technical growth and promoting best practices in database management, automation, and migration in the Azure cloud.
Stay up to date with the latest trends, tools, and technologies in database management, Azure cloud services, and DevOps practices, evaluating their potential impact and relevance to our organization.
Collaborate with vendors and third-party providers to assess and implement new technologies, tools, and services that can enhance our Azure cloud database environment and support our modernization goals.
Qualifications:
Bachelor's degree in computer science, information technology, or a related field.
Minimum of 10 years of hands-on experience in database engineering, with a strong focus on SQL databases and Azure cloud.
Extensive experience in modernizing and automating on-premises SQL databases, including performance optimization, scalability improvements, and process automation.
Proven expertise in successfully migrating on-premises databases to Azure cloud, ensuring data integrity and minimal disruption to operations.
Strong proficiency in SQL scripting, database performance tuning, backup and recovery, and database security practices in the Azure cloud environment.
Experience with database migration tools and technologies, such as Azure Database Migration Service, Azure Data Factory, or similar tools.
Solid understanding of Azure cloud database services, including Azure SQL Database, Azure SQL Managed Instance, and Azure Cosmos DB.
Familiarity with automation and configuration management tools like Python, PowerShell, and Azure DevOps (ADO) for streamlining database management and deployment processes in Azure.
Experience in using tools like Liquibase or similar for managing database schema changes and version control.
Knowledge of monitoring and logging solutions like Splunk and Datadog for database performance and security monitoring in Azure cloud.
Strong analytical and problem-solving skills, with the ability to troubleshoot complex database issues and propose effective solutions in the Azure cloud environment.
Excellent communication and collaboration skills, with the ability to work effectively in a team-oriented environment.
Tech Stack:
Databases: On-premises SQL databases (e.g., Oracle, MySQL, PostgreSQL)
Cloud Platform: Microsoft Azure (Azure SQL Database, Azure SQL Managed Instance, Azure Cosmos DB)
Scripting and Automation: Python, PowerShell
Version Control: Git
CI/CD: Azure DevOps (ADO)
Database Migration: Azure Database Migration Service, Azure Data Factory
Database Schema Management: Liquibase or similar tools
Monitoring and Logging: Splunk, Datadog
Thanks and Regards
Prasad Mamidela | Kairos Technologies Inc.
Direct Number: 972.777.9484 | Mobile: 201.613.3664
433 E Las Colinas Blvd, # 1240, Irving, TX 75039 USA
http://www.kairostech.com
LinkedIn: https://www.linkedin.com/in/prasadmamidela
Job Type: Contract
Pay: $75.00 - $80.00 per hour
Experience level:
11+ years
Schedule:
Monday to Friday
Ability to commute/relocate:
Dallas, TX 75201: Reliably commute or planning to relocate before starting work (Required)
Experience:
Azure: 4 years (Required)
SQL: 6 years (Required)
On-premises: 2 years (Required)
Total IT: 10 years (Required)
Azure DevOps: 2 years (Required)
Work Location: In person
Show Less
Report",4.6,51 to 200 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Cloud Data Platform Engineer,$88K - $126K (Glassdoor est.),Genoa Employment Solutions Inc4.7 ★,"Ann Arbor, MI","Position Summary:
Reporting to the Data Platform Manager, and dotted line into the Director of Transformation, the Cloud Data Platform Engineer is responsible for the technical strategy, design, planning, implementation, performance tuning and recovery procedures for cloud database systems in the enterprise and will serve as a technical expert in the area of modern database technologies and operations.
Duties and Responsibilities:
Develops Database strategy to support the cloud and containerization roadmap for cloud and on-premise environments
Defines and executes on automation activities related to environment setup, configuration, deployment, and recovery
Develops a methodology for the ongoing assessment of database performance and the identification of problem areas
Define and design global solutions for multi region high availability, cloud failover and disaster recovery, including in the future multi-cloud
Develop and rollout a hybrid cloud/on premise database model that supports hot/hot failover
Coordinate with the Cloud and Containerization team to analyze the business drivers that determine key architecture requirements and solutions
Provides leadership during the development and enhancement of production applications including working with applications, technical support and operations during the design, development, and implementation of applications
Provides guidance and mentoring across the organization in all aspects of the supported areas.
Maintain awareness of industry developments, technology, and trends
Reviews design tools, technologies, process, and approaches to make best in practice and innovative recommendations
Provides technical support for the database environment and provides guidance to the development team on new service implementations
Leads database performance benchmarks and implements performance enhancements
Responsible for day-to-day database support and maintenance activities, such as database backups, restores for development env to mission-critical production systems to meet or exceed business and IT needs
Develop, manage and support of 24x7 proactive monitoring & alerting of databases environments, working with both cloud and development teams to resolve issues and part of on-call support rotation
Logical and physical database design, and documentation where applicable
Translation of log files to actionable and measurable tasks
Planning and execution of database or database asset migrations, combined with modernization, upgrades, transformation and optimization
Responsible for Database Server installation, configuration, and set-up
Infrastructure troubleshooting in partnership with the cloud team
Qualifications:
Bachelor's Degree in computer science or other business-related field or equivalent experience
8-10 years of experience as a DBA in a mixed Operating System environment
5+ years of experience on cloud technologies in AWS, Azure or GCP
5+ years of working experience in large enterprise(s)
Very strong knowledge and experience in DB performance tuning
5+ years of experience in any three of these respective areas at minimum - MS SQL Server, Azure SQL, Cosmos DB, Couchbase
Hands On experience with SQL Always-On technology
Hands On experience with NoSQL
Experience of OS administration and Active Directory
Knowledge of data modeling concepts
Excellent written and verbal communication skills
Experience with successful project management
Ancillary Qualifications:
Qualifications listed below, while not necessarily a requirement for this position in each circumstance, provide additional depth and value to the role.
Masters degree in related field.
MS SQL certifications
Cloud Certifications (AWS, Azure, GCP)
Show Less
Report",4.7,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable
Sr. Azure Data Engineer(Databricks),$80.00 - $100.00 Per Hour (Employer est.),Health,Remote,-1,4.7,-1,-1,-1,-1,-1,-1
"Senior / Principal Software Engineer, Data Platform",$140K - $190K (Employer est.),NewLimit,"San Francisco, CA",-1,4.7,-1,-1,-1,-1,-1,-1
Data Engineer,$130K - $165K (Employer est.),Fabletics4.4 ★,California,"Job Description
How Do You Fit In?
We are currently seeking a highly skilled and motivated Data Engineer to join our dynamic team. If you have a passion for data analysis, possess strong technical skills, and are excited about leveraging data to drive business insights, this position is for you. As a Data Engineer, you will join a tight knit group of key contributors who are actively working together to achieve aggressive goals and meet timelines to drive the business forward.

This position will report to the Manager, Data Engineering (EDW), Data Platforms.

What You Will Do:
Work closely with stakeholders to understand their data needs and provide data-driven solutions.
Design, develop, and maintain scalable data pipelines and ETL processes to collect, process, and analyze large volumes of structured and unstructured data.
Solid understanding and experience in data modeling, including designing and implementing efficient data models.
Build and optimize data models, data warehouses, and data marts to support reporting and analytics needs.
Perform exploratory data analysis to identify trends, patterns, and insights that contribute to business decision-making.
Stay up-to-date with the latest trends, tools, and technologies in data analytics and apply them to enhance data-driven decision-making processes.
Perform code reviews to ensure data engineering best practices, code quality, and maintainability.
Provide production support on a rotating basis to ensure the availability, reliability, and performance of data analytics systems and processes.

What You Can Bring:
Bachelor’s degree in Computer science, Engineering, Mathematics, Statistics, or a related field. A master’s degree is a plus.
4 years of experience in creating and managing data pipelines.
1 year of experience with Python or another scripting language.
Experience in performing code reviews and ensuring adherence to best practices.
Excellent communication and presentation skills, with the ability to effectively convey complex data findings to non-technical stakeholders.
Proven experience in data analytics, data engineering, or a related role.
Strong expertise in SQL, particularly in an analytics/reporting capacity, with significant experience in creating and maintaining reporting processes.
Nice to Have:
Familiarity with traditional data warehousing concepts (e.g., Kimball methodology).
Experience in data engineering on cloud platforms such as BigQuery, Redshift, Snowflake, Teradata, Vertica, etc.
Knowledge of Dbt and/or Airflow for data pipeline management.
Previous experience in e-commerce, retail, or internet industries.
Compensation & Total Rewards:
At TechStyleOS, we believe work and life should fit together! We continue to build a culture of flexibility, to empower you to do your best and put yourself first. Our Total Rewards program rewards employees for their hard work, supporting their health, well-being, families, and ultimately their life journey. Total Rewards at TechStyleOS includes:

Hybrid Work Schedule*
Unlimited Paid Time Off*
Summer Fridays*
Healthcare Plans
Employee Discounts
401k
Annual Bonus Program
Equity Program*
And More

Varied for retail and fulfillment roles

The annual base salary range for this position is from $130,000-$165,000. The range provided includes the base salary that TechStyleOS expects to pay for the role. Offered base salary will be dependent on factors including the scope and complexity of the role, candidate’s related work experience, subject matter expertise and work location.
#LI-GR1
#LI-TechStyleOS
About TechStyleOS
TechStyleOS is the globally integrated Operations and Services provider behind some of the fastest growing online fashion brands in history, including Fabletics, Savage X Fenty, JustFab, ShoeDazzle, and FabKids. With capabilities spanning technology, data science, supply chain management, fulfillment, customer service, and more, we help brands launch, scale and grow—across product categories and geographically. From predictive analytics to data-driven marketing and attribution, our unique approach is powered by our proprietary, end-to-end tech platform that enables the brands we serve to deliver a level of personalization, value, and satisfaction that are unrivaled in the fashion industry.
Fabletics, Inc. is an equal opportunity employer. We recruit, employ, compensate, develop, and promote regardless of race, national origin, religion, sex, sexual orientation, gender identity, age, disability, genetic information, veteran status, and other protected status as required by applicable. At Fabletics, Inc., we champion a vibrant workplace culture that thrives on diversity law and do not tolerate discrimination or harassment. We are one team from many backgrounds, innovating through diversity of individuals, who are driven by passion for creating an inclusive space for all. Fabletics, Inc. will continue to champion a workplace culture that prizes diversity and inclusivity.
We encourage you to apply regardless of meeting all qualifications and/or requirements.
Start your job application: click Apply Now
Show Less
Report",4.4,Unknown,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Engineer,$150K - $180K (Employer est.),"Amino, Inc.4.4 ★","San Francisco, CA","About Amino - What We Do
At Amino, we are a leading innovator in healthcare, empowering individuals to take charge of their healthcare journey. Our powerful digital tools help navigate and unlock the full potential of health plan options. With Amino's cutting-edge solutions, health plan members can easily understand and make informed decisions about their benefits, considering factors such as available programs, provider network quality, and cost.
We are excited to announce that we have recently secured additional funding to fuel our growth and continue developing market-leading navigation tools. As part of this journey, we are looking for a talented and driven Data Engineer to join us. You will play a vital role in helping millions of people understand and optimize their health plan options.
The Role
As a Data Engineer at Amino, you will be at the heart of our organization. Your primary responsibilities will involve processing, transforming, and organizing large and complex datasets that power our products. We are expanding our data sources and enhancing our current offerings, and we need a Data Engineer to help us build competitive and compliant healthcare guidance products.
Key Priorities and Projects:
Collaborate with Product Managers, Architects, and senior leadership to translate high-level requirements into detailed plans.
Integrate new data sources from vendors and internal systems into our ETL (Extract, Transform, Load) pipelines.
Enhance our editorial tools for creating and maintaining accurate data about health entities.
Modernize our orchestration infrastructure using open-source tools like dbt and Dagster.
Impact you will have:
Revamp and expand critical data pipelines that drive our existing and future products.
Mentor other junior data engineers and share your expertise.
Collaborate closely with data scientists and software engineers in related teams.
Influence the foundational aspects of data modeling and warehousing, benefiting various teams across the company.
Utilize modern data stack technologies to build the foundation for Amino's next-generation data assets.
Technologies you will work with:
Snowflake, Python 3, dbt, Docker, AWS, Looker, Databricks, Spark, Jenkins CI/CD, Airflow, Dagster, Terraform, PostgreSQL, RDS, Elasticsearch, and Kinesis.
Skills and Experience you should possess:
Familiarity with various relational and non-relational databases.
Proficiency in writing clean and well-tested code using Python.
Experience handling and working with large datasets and the associated tools.
Previous exposure to ETL pipelines and familiarity with data modeling and data warehousing best practices (experience with dbt is preferred).
Strong collaboration and feedback skills, with a willingness to seek and incorporate input from others.
Excellent documentation and verbal communication skills, capable of conveying technical concepts to peers and non-technical stakeholders.
Bonus Skills:
Experience handling PHI or PII
Deep understanding of the healthcare domain, particularly with healthcare claims data.
We offer
We're committed to helping you achieve your best work in a supportive, growth-oriented environment. We have seriously big goals, and expectations are high and we'll equip you with the tools and resources you need to be successful.
Expected base salary: $150k to $180k plus standard company benefits and a generous option grant. Amino values transparency and has included the reasonable estimate of the base salary range for this full-time role at any approved US location. Individual pay is determined by a range of factors, including job-related skills, experience, relevant education or training, licensure or certifications, and other business and organizational needs. Amino does not typically hire at or near the top of a salary range.
We offer full-time employees 100% paid employee healthcare premiums; dependent premium coverage depends on the plan.
401(k) and FSA programs
This position, like all roles at the firm, will have a good deal of autonomy. We're a remote-first team and have designed our culture for a balance of synchronous and asynchronous work with people operating from all over the country. To support your remote office, we provide every new Amino with a generous office set-up allowance plus a monthly stipend for internet/phone.
PTO is non accrual and we expect Amino's to take a minimum of 15 days a year.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We know the reputation and track record that the tech industry has, and work hard to be exceptional in this regard.
Our Culture
We are a small team who believes that success is a group activity. You should expect to learn from everyone at Amino, and be excited to share your knowledge. You will play a big part in influencing the shape of the product and be empowered to provide your thoughts and ideas.
We believe in collaboration, respect, and curiosity. We believe in having a growth mindset, and have a passion for solving problems that have never been faced before. Everyone's input is valued, be it about code, data models, business models, or product ideas.
Show Less
Report",4.4,1 to 50 Employees,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Senior Data Engineer (Azure),$93K - $135K (Glassdoor est.),Momentum Consulting4.4 ★,"Miami, FL","Momentum takes pride in establishing a team of highly skilled professionals to deliver IT consulting services to our Fortune 500 clients. We provide successful technology solutions and solve critical business challenges to meet our client’s needs. Our alliances with industry-leading technology organizations have been instrumental to our success and allow us to offer robust solutions that are highly scalable and supportable using the best technologies available.

We are seeking to hire a seasoned Senior Data Engineer to join our team. To succeed in this data engineering position, the cloud engineer should have strong analytical skills and the ability to combine data from different sources. You will use various methods to develop raw data into useful data systems. Data engineer skills also include familiarity with several programming languages and knowledge of learning machine methods. Overall, you’ll strive for efficiency by aligning data systems with business goals.

About the job:
Responsible for the development and management of a Microsoft Azure cloud data platform leveraging Azure Data Lake Storage Gen2, Azure Synapse Analytics, and Azure Data Factory
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader
Work with data and analytics experts to strive for greater functionality in our data systems.

About You:
Bachelor’s Degree in Computer Science or a related discipline
Minimum of 5-7 years of data warehousing, data lifecycle management, and computer programming experience
MS Azure: Azure Data Lake Store, Azure Synapse
Azure Data Factory/SSIS or related tool
Business visualization tools, Semantic Layer – Views and Dimensional Modeling – Power BI knowledge is a plus
Experience in database design and data modeling
Experience with structured query language (SQL)
Strong learning orientation and curiosity; comfortable learning new systems/software applications
Strong analytical thinking skills and problem-solving skills
Solid written and oral communication skills
Strong proficiency in Python with an emphasis in building data pipelines
Knowledge of scheduling, logging, monitoring and alert frameworks
Knowledge of Data infrastructure

About us:
Recently honored for the eleventh consecutive year as one of the “Top 10 Best Places to Work” by the South Florida Business Journal. We offer a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes a competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!

Momentum Consulting offers a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!

Momentum Consulting Corp. is an Equal Opportunity Employer.
Show Less
Report",4.4,51 to 200 Employees,1994,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $100 million (USD)
Expert Data Engineer (Remote),$82K - $119K (Glassdoor est.),Experian4.2 ★,"Costa Mesa, CA","Company Description

Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been named in the 100 “World’s Most Innovative Companies” by Forbes Magazine. Experian Consumer Information Services is redefining the way our clients do business within all aspects of the customer credit lifecycle. Fueled by best-in-class data and innovative technology we help businesses make smarter decisions, identify consumers, make decisions on loans, market to prospects and collect.

Job Description

We are looking for an Expert ETL Data Engineer who will be responsible for building data pipelines, data warehouse solutions, and analytics processing tools to democratize data.
About us, but we’ll be brief
Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been named in the 100 “World’s Most Innovative Companies” by Forbes Magazine.
This position will be supporting the Experian Consumer Services - a passionate and innovative team with a mission to provide Financial Power to All™. Our portfolio offers credit education and identity protection solutions to consumers and helps businesses manage the impact of a data breach.
What you’ll be doing
Design and develop foundational components of the BI platform which includes Data Engineering, Data Quality, and Data Catalog framework.
Partnering with Program Managers, Subject Matter Experts, Architects, Engineers, and Data Scientists across the organization where appropriate to understand customer requirements, design prototypes, and optimize existing data services/products.
Design and maintain data warehouse solutions that allow for large-scale analytics processing.
Build scalable ETL data pipelines, ingesting high volume of data from internal and external sources.
Build and maintain Data Engineering solutions that support self-service BI Platform, partnering with BI Engineers to deliver end to end solutions.
Work closely with product teams to understand business success criteria, translate business needs into technical requirements, worked with other Data Engineers and enable project success.
Ability to develop high-performing data engineering team with an inspiring leadership style.
Curious, detail oriented, and highly motivated self-starter. Able to work independently and with the team to formulate innovative solutions
Troubleshoot and resolve data, system, and performance issues.
Participant in production support on-call rotation
#LI-REMOTE

Qualifications

What your background looks like
Minimum 10 years of experience in Data Engineering development and support
5 years of experience within big data domain
5 years of experience in Python scripting
5 years of experience with AWS ecosystem (Redshift, EMR, MWAA, S3, etc.)
2 years of experience with BI tools such as Tableau, Alteryx
5 years of experience in Agile development methodology
Excellent communication skills
Ability to understand complex metrics and translate business requirements to technical requirements
Ability to multitask and prioritize an evolving workload in a fast pace environment.
Proven track record of leading large-scale project
Education: BS degree or higher in computer science or related fields

Additional Information

All your information will be kept confidential according to EEO guidelines.
Our compensation reflects the cost of labor across several U.S. geographic markets. The base pay range for this position is listed above. Within this range, individual pay is determined by work location and additional factors such as job-related skills, experience and education. This position is also eligible for a variable pay opportunity and a comprehensive benefits package which includes health, life and disability insurance, generous paid time off including paid parental and family care leave, an employee stock purchase plan and a 401(k) plan with a company match.
Experian is proud to be an Equal Opportunity and Affirmative Action employer. We’re passionate about unlocking the power of data to transform lives and create opportunities for consumers, businesses, and society. For more than 125 years, we’ve helped people and economies flourish – and we’re not done.
We take our people’s agenda very seriously. We focus on what truly matters; diversity and inclusion, work/life balance, flexible working, development, collaboration, wellness, reward & recognition, volunteering, making an impact... the list goes on. See our DEI work in action!
The power of YOU. We are building a culture where everyone is comfortable bringing their whole self to work. A place where we not only respect our differences and values but celebrate them in a positive and supportive environment.
Find out what is like to work for Experian and discover the Unexpected!
Apply Now: click Easy Apply
Show Less
Report",4.2,10000+ Employees,1980,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
Data Engineer I,$80K (Employer est.),VirginPulse3.4 ★,Remote,"Overview:
Now is the time to join us!
At Virgin Pulse we value and celebrate diversity and we are committed to creating an inclusive environment for all employees. We believe in creating teams made up of individuals with various backgrounds, experiences, and perspectives. Why? Because diversity inspires innovation, collaboration, and challenges us to produce better solutions. But more than this, diversity is our strength, and a catalyst in our ability to #changelivesforgood.
Responsibilities:
Who are you?
Data Engineer I perform development activities with the guidance of another member of the data engineering team. You will work closely with account management, ETL, data warehouse, business intelligence, and reporting teams as you develop data pipelines and enhancements and investigate and troubleshoot issues.

In this role you will wear many hats, but your knowledge will be essential in the following:
Extracting, cleansing, and loading data.
Building data pipelines using SQL, Python, and other technologies.
Triage incoming bugs and incidents.
Perform technical operation tasks.
Investigate and troubleshoot issues with data and data pipelines.
Participation in sprint refinement, planning, and kick-off to help estimate stories, raise awareness and additional implementation details.
Help monitor areas of the data pipeline and raise awareness to team when issues arise.
Performing quality assurance work to verify the accuracy of code and data results
You’ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.
Qualifications:
What you bring to the Virgin Pulse team
In order to represent the best of what we have to offer you come to us with a multitude of positive attributes including:
1– 2 years or less experience in data engineering
SW certification or degree in IT related field
You also take pride in offering the following Core Skills, Competencies, and Characteristics:
Solid grasp of modern relational and non-relational models and differences between them.
Proficiency in writing SQL, the use of Excel, and some analytical tools.
Understanding of REST API.
Understanding of JSON.
Detail oriented and able to examine data and code for quality and accuracy.
Knowledge of Agile environments, including Scrum and Kanban methodologies
Python / R / programming language experience preferred
ETL experience preferred
AWS Lambda / Console experience preferred
Git experience preferred
No candidate will meet every single desired qualification. If your experience looks a little different from what we’ve identified and you think you can bring value to the role, we’d love to learn more about you!

#LI-REMOTE

Why work at Virgin Pulse?
We believe a career should provide competitive pay and benefits, a collaborative and supportive culture and cutting-edge technology and services. Virgin Pulse is an equal opportunity organization and is committed to diversity, inclusion, equity and social justice. To that end, we make a particular effort to recruit candidates from minoritized backgrounds to apply for open positions.

In compliance with all states and cities that require transparency of pay, the base compensation for this position ranges up to $80,000 annually. Note that salary may vary based on location, skills, and experience. This position is eligible for [10%] target bonus/variable compensation as well as health, dental, vision, mental health and other benefits.
Show Less
Report",3.4,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
Sr. Data Engineer - Remote,-1,Chamberlain Group3.7 ★,Illinois,"Chamberlain Group is a global leader in access solutions with top brands, such as LiftMaster and Chamberlain, found in millions of homes, businesses, and communities worldwide.
As a leader in the Smart Home industry, we boast one of the largest IoT install bases, with innovative products consisting of cameras, locks, card readers, garage door openers, gates and more, all powered by our myQ digital ecosystem.
This role is responsible for providing technical expertise and leadership to design and deliver end-to-end data engineering solutions to support advanced analytics capabilities and drive innovation and decision-making
across Chamberlain.
Essential Duties and Responsibilities
Build and maintain real-time and batch data pipelines across the advanced analytics platform.
Design, develop and orchestrate highly robust and scalable ETL pipelines.
Design and implement Dimensional and NoSQL data modelling as per the business requirements.
Develop highly optimal codebase and perform Spark optimizations for Big Data use cases.
Design, develop and deploy optimal monitoring and testing strategy for the data products.
Collaborate with stakeholders and advanced analytics business partners to understand business needs and translate requirements into scalable data engineering solutions.
Collaborate with data scientists to prepare data for model development and production.
Collaborate with data visualization and reporting application developers to ensure the sustainability of production applications and reports.
Collaborate with data architects on the enhancement of Chamberlain’s enterprise data architecture and platforms.
Provide leadership to third-party contractors.
Comply with health and safety guidelines and rules.
Protect CGI’s reputation by keeping information confidential.
Maintain professional and technical knowledge by attending educational workshops, professional publications, establishing personal networks, and participating in professional societies.
Minimum Qualifications
Education/Certifications:
Bachelor’s degree in computer science or related quantitative field of study
Experience:
4+ years of professional experience
Knowledge, Skills, and Abilities:
Natural sense of urgency, teamwork, and collaboration reflected in daily work ethic.
Proficient in Spark or Databricks, Cloud Data Engineering Services preferably Azure, Streaming frameworks like Event Hubs or Kafka.
Proficient in Microsoft Office.
Familiarity with modern Machine Learning Operationalization techniques.
Agile methodologies.
Familiarity with Data visualization tools, such as Qlik or Power BI.
Preferred Qualifications
Education/Certifications:
Master’s degree in computer science or related quantitative field of study
Experience:
4+ years of professional experience
2+ years of professional experience delivering engineering for advanced analytics or data science solutions
Knowledge, Skills, and Abilities:
Agile methodologies
Experience with IoT Data Architecture.
Machine Learning Operationalization (MLOps) proficiency.
REST API design and development.
Proficiency with streaming design patterns.

The pay range for this position is $103,300.00 to $177.475.00; base pay offered may vary depending on a number of factors including, but not limited to, the position offered, location, education, training, and/or experience. In addition to base pay, also offered is a comprehensive benefits package and 401k contribution (all benefits are subject to eligibility requirements).
This position is eligible for participation in a short-term incentive plan subject to the terms of the applicable plans and policies.
#LI-Remote
We're an organization who values its human capital and provides support to assist its employees succeed.

Chamberlain Group is proud to be an Equal Opportunity Employer. You will be considered for this position based upon your experience and education, without regard to race, color, religion, sex, national origin, age, sexual orientation, ancestry; marital, disabled or veteran status. We are committed to creating and maintaining a workforce environment that is free from any form of discriminations or harassment.

Persons with disabilities who anticipate needing accommodations for any part of the application process may contact, in confidence
Recruiting@Chamberlain.com
.

NOTE: Staffing agencies, headhunters, recruiters, and/or placement agencies, please do not contact our hiring managers via email or phone or other methods.
Start your job application: click Apply Now
Show Less
Report",3.7,1001 to 5000 Employees,1900,Company - Private,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD)
